support,itemsets
0.0101,"frozenset({'Sukro', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.01,"frozenset({'Sukro', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0115,"frozenset({'Sukro', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0114,"frozenset({'Aqua', 'Sukro', 'Taro'})"
0.011,"frozenset({'Sukro', 'Indomie Goreng', 'Momogi'})"
0.0103,"frozenset({'Sukro', 'Indomie Goreng', 'Taro'})"
0.0114,"frozenset({'Sukro', 'Indomie Goreng', 'Djarum'})"
0.0115,"frozenset({'Pantene', 'Sukro', 'Indomie Goreng'})"
0.0109,"frozenset({'Aqua', 'Indomie Goreng', 'Sukro'})"
0.0113,"frozenset({'Sukro', 'Indomie Goreng', 'Gula Pasir'})"
0.0106,"frozenset({'Sukro', 'Momogi', 'Gula Pasir'})"
0.0104,"frozenset({'Sukro', 'Taro', 'Gula Pasir'})"
0.0108,"frozenset({'Kwaci', 'Sukro', 'Gula Pasir'})"
0.0103,"frozenset({'Sukro', 'Roma Kelapa', 'Gula Pasir'})"
0.0103,"frozenset({'Sukro', 'Biskuat', 'Gula Pasir'})"
0.0103,"frozenset({'Kapal Api', 'Sukro', 'Gula Pasir'})"
0.01,"frozenset({'Sukro', 'Djarum', 'Gula Pasir'})"
0.01,"frozenset({'Aqua', 'Sukro', 'Gula Pasir'})"
0.0106,"frozenset({'Sukro', 'Molto', 'Gula Pasir'})"
0.0105,"frozenset({'Pantene', 'Sukro', 'Gula Pasir'})"
0.0103,"frozenset({'Yupi', 'Sukro', 'Gula Pasir'})"
0.0111,"frozenset({'Sukro', 'Djarum', 'Momogi'})"
0.0108,"frozenset({'Sukro', 'Djarum', 'Taro'})"
0.0109,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Sukro'})"
0.0103,"frozenset({'Pantene', 'Indomie Kari Ayam', 'Sukro'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Sukro', 'Yupi'})"
0.0113,"frozenset({'Aqua', 'Sukro', 'Indomie Kari Ayam'})"
0.0111,"frozenset({'Sukro', 'Roma Kelapa', 'Nabati Keju'})"
0.0104,"frozenset({'Sukro', 'Molto', 'Nabati Keju'})"
0.0109,"frozenset({'Torabika', 'Sukro', 'Taro'})"
0.0107,"frozenset({'Torabika', 'Indomie Goreng', 'Sukro'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Sukro', 'Torabika'})"
0.0108,"frozenset({'Torabika', 'Sukro', 'Kapal Api'})"
0.0107,"frozenset({'Torabika', 'Momogi', 'Sukro'})"
0.0101,"frozenset({'Torabika', 'Sukro', 'Mie Gemez'})"
0.0104,"frozenset({'Kwaci', 'Torabika', 'Sukro'})"
0.0103,"frozenset({'Torabika', 'Sukro', 'Good Day'})"
0.0109,"frozenset({'Bimoli', 'Sukro', 'Indomie Goreng'})"
0.0105,"frozenset({'Bimoli', 'Sukro', 'Taro'})"
0.0104,"frozenset({'Bimoli', 'Sukro', 'Tango'})"
0.011,"frozenset({'Bimoli', 'Sukro', 'Big Babol'})"
0.0105,"frozenset({'Bimoli', 'Sukro', 'Yupi'})"
0.0104,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Sukro'})"
0.0104,"frozenset({'Bimoli', 'Aqua', 'Sukro'})"
0.0103,"frozenset({'Bimoli', 'Sukro', 'Mie Gemez'})"
0.0115,"frozenset({'Pocari Sweat', 'Sukro', 'Good Day'})"
0.0103,"frozenset({'Pocari Sweat', 'Sukro', 'Roma Kelapa'})"
0.0112,"frozenset({'Pantene', 'Sukro', 'Pocari Sweat'})"
0.0109,"frozenset({'Pocari Sweat', 'Aqua', 'Sukro'})"
0.0104,"frozenset({'Sukro', 'Roma Kelapa', 'Mie Gemez'})"
0.0106,"frozenset({'Sukro', 'Taro', 'Mie Gemez'})"
0.0103,"frozenset({'Sukro', 'Momogi', 'Mie Gemez'})"
0.0104,"frozenset({'Sukro', 'Good Day', 'Mie Gemez'})"
0.0109,"frozenset({'Kwaci', 'Sukro', 'Mie Gemez'})"
0.0104,"frozenset({'Sukro', 'Biskuat', 'Tango'})"
0.0109,"frozenset({'Sukro', 'Momogi', 'Tango'})"
0.0102,"frozenset({'Sukro', 'Tango', 'Roma Kelapa'})"
0.0102,"frozenset({'Sukro', 'Tango', 'Taro'})"
0.01,"frozenset({'Kwaci', 'Sukro', 'Tango'})"
0.0102,"frozenset({'Sukro', 'Djarum', 'Tango'})"
0.0104,"frozenset({'Sukro', 'Indomie Goreng', 'Tango'})"
0.0471,"frozenset({'Molto', 'Djarum'})"
0.0468,"frozenset({'Djarum', 'Momogi'})"
0.0106,"frozenset({'Molto', 'Djarum', 'Momogi'})"
0.047,"frozenset({'Mie Gemez', 'Nabati Keju'})"
0.0454,"frozenset({'Molto', 'Mie Gemez'})"
0.0453,"frozenset({'Torabika', 'Mie Gemez'})"
0.0444,"frozenset({'Kwaci', 'Mie Gemez'})"
0.044,"frozenset({'Lifebuoy', 'Mie Gemez'})"
0.0434,"frozenset({'Djarum', 'Mie Gemez'})"
0.0462,"frozenset({'Indomie Goreng', 'Mie Gemez'})"
0.0409,"frozenset({'Bimoli', 'Mie Gemez'})"
0.0458,"frozenset({'Beras', 'Mie Gemez'})"
0.0447,"frozenset({'Mie Gemez', 'Kapal Api'})"
0.0447,"frozenset({'Momogi', 'Mie Gemez'})"
0.0437,"frozenset({'Mie Gemez', 'Yupi'})"
0.0447,"frozenset({'Sun Light Jeruk Nipis', 'Mie Gemez'})"
0.047,"frozenset({'Indomie Kari Ayam', 'Mie Gemez'})"
0.0455,"frozenset({'Pocari Sweat', 'Mie Gemez'})"
0.0423,"frozenset({'Taro', 'Mie Gemez'})"
0.0452,"frozenset({'Biskuat', 'Mie Gemez'})"
0.0444,"frozenset({'Aqua', 'Mie Gemez'})"
0.0452,"frozenset({'Good Day', 'Mie Gemez'})"
0.0406,"frozenset({'Roma Kelapa', 'Mie Gemez'})"
0.0425,"frozenset({'Mie Gemez', 'Gula Pasir'})"
0.0467,"frozenset({'Mie Gemez', 'Big Babol'})"
0.0114,"frozenset({'Indomie Kari Ayam', 'Mie Gemez', 'Nabati Keju'})"
0.0105,"frozenset({'Molto', 'Mie Gemez', 'Nabati Keju'})"
0.0107,"frozenset({'Indomie Kari Ayam', 'Molto', 'Mie Gemez'})"
0.0119,"frozenset({'Molto', 'Mie Gemez', 'Big Babol'})"
0.011,"frozenset({'Torabika', 'Molto', 'Mie Gemez'})"
0.0105,"frozenset({'Torabika', 'Mie Gemez', 'Nabati Keju'})"
0.0106,"frozenset({'Torabika', 'Beras', 'Mie Gemez'})"
0.0113,"frozenset({'Torabika', 'Indomie Goreng', 'Mie Gemez'})"
0.0112,"frozenset({'Indomie Kari Ayam', 'Torabika', 'Mie Gemez'})"
0.0114,"frozenset({'Torabika', 'Mie Gemez', 'Big Babol'})"
0.0101,"frozenset({'Kwaci', 'Pocari Sweat', 'Mie Gemez'})"
0.0108,"frozenset({'Good Day', 'Kwaci', 'Mie Gemez'})"
0.0107,"frozenset({'Kwaci', 'Indomie Goreng', 'Mie Gemez'})"
0.0111,"frozenset({'Kwaci', 'Mie Gemez', 'Big Babol'})"
0.0103,"frozenset({'Kwaci', 'Momogi', 'Mie Gemez'})"
0.0109,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Mie Gemez'})"
0.0117,"frozenset({'Kwaci', 'Beras', 'Mie Gemez'})"
0.0111,"frozenset({'Molto', 'Lifebuoy', 'Mie Gemez'})"
0.0107,"frozenset({'Lifebuoy', 'Mie Gemez', 'Nabati Keju'})"
0.0105,"frozenset({'Sun Light Jeruk Nipis', 'Lifebuoy', 'Mie Gemez'})"
0.0102,"frozenset({'Lifebuoy', 'Biskuat', 'Mie Gemez'})"
0.0102,"frozenset({'Indomie Kari Ayam', 'Lifebuoy', 'Mie Gemez'})"
0.0103,"frozenset({'Beras', 'Lifebuoy', 'Mie Gemez'})"
0.0101,"frozenset({'Good Day', 'Lifebuoy', 'Mie Gemez'})"
0.0102,"frozenset({'Indomie Goreng', 'Lifebuoy', 'Mie Gemez'})"
0.0103,"frozenset({'Lifebuoy', 'Mie Gemez', 'Big Babol'})"
0.0113,"frozenset({'Djarum', 'Mie Gemez', 'Nabati Keju'})"
0.0101,"frozenset({'Djarum', 'Mie Gemez', 'Yupi'})"
0.01,"frozenset({'Djarum', 'Beras', 'Mie Gemez'})"
0.011,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Mie Gemez'})"
0.0107,"frozenset({'Djarum', 'Good Day', 'Mie Gemez'})"
0.0101,"frozenset({'Pocari Sweat', 'Djarum', 'Mie Gemez'})"
0.0103,"frozenset({'Indomie Goreng', 'Mie Gemez', 'Nabati Keju'})"
0.0103,"frozenset({'Indomie Goreng', 'Mie Gemez', 'Big Babol'})"
0.0104,"frozenset({'Indomie Kari Ayam', 'Indomie Goreng', 'Mie Gemez'})"
0.0101,"frozenset({'Bimoli', 'Beras', 'Mie Gemez'})"
0.0101,"frozenset({'Bimoli', 'Molto', 'Mie Gemez'})"
0.01,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Mie Gemez'})"
0.0106,"frozenset({'Bimoli', 'Aqua', 'Mie Gemez'})"
0.0101,"frozenset({'Beras', 'Mie Gemez', 'Nabati Keju'})"
0.0119,"frozenset({'Indomie Goreng', 'Beras', 'Mie Gemez'})"
0.0115,"frozenset({'Beras', 'Mie Gemez', 'Big Babol'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Beras', 'Mie Gemez'})"
0.0115,"frozenset({'Kapal Api', 'Mie Gemez', 'Nabati Keju'})"
0.0104,"frozenset({'Beras', 'Mie Gemez', 'Kapal Api'})"
0.0108,"frozenset({'Molto', 'Mie Gemez', 'Kapal Api'})"
0.0107,"frozenset({'Sun Light Jeruk Nipis', 'Mie Gemez', 'Kapal Api'})"
0.0105,"frozenset({'Indomie Kari Ayam', 'Mie Gemez', 'Kapal Api'})"
0.0103,"frozenset({'Biskuat', 'Mie Gemez', 'Kapal Api'})"
0.0107,"frozenset({'Kapal Api', 'Mie Gemez', 'Big Babol'})"
0.0106,"frozenset({'Momogi', 'Mie Gemez', 'Nabati Keju'})"
0.0101,"frozenset({'Torabika', 'Momogi', 'Mie Gemez'})"
0.0107,"frozenset({'Sun Light Jeruk Nipis', 'Momogi', 'Mie Gemez'})"
0.0107,"frozenset({'Momogi', 'Mie Gemez', 'Big Babol'})"
0.0107,"frozenset({'Pocari Sweat', 'Momogi', 'Mie Gemez'})"
0.0107,"frozenset({'Beras', 'Mie Gemez', 'Yupi'})"
0.0102,"frozenset({'Yupi', 'Mie Gemez', 'Kapal Api'})"
0.0105,"frozenset({'Lifebuoy', 'Mie Gemez', 'Yupi'})"
0.0101,"frozenset({'Yupi', 'Mie Gemez', 'Big Babol'})"
0.0108,"frozenset({'Pocari Sweat', 'Mie Gemez', 'Yupi'})"
0.01,"frozenset({'Molto', 'Mie Gemez', 'Yupi'})"
0.0103,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Mie Gemez'})"
0.0107,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Mie Gemez'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Mie Gemez'})"
0.0108,"frozenset({'Sun Light Jeruk Nipis', 'Mie Gemez', 'Nabati Keju'})"
0.0101,"frozenset({'Sun Light Jeruk Nipis', 'Good Day', 'Mie Gemez'})"
0.0117,"frozenset({'Sun Light Jeruk Nipis', 'Mie Gemez', 'Big Babol'})"
0.0114,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Mie Gemez'})"
0.0112,"frozenset({'Pocari Sweat', 'Beras', 'Mie Gemez'})"
0.0109,"frozenset({'Pocari Sweat', 'Mie Gemez', 'Nabati Keju'})"
0.0112,"frozenset({'Pocari Sweat', 'Mie Gemez', 'Big Babol'})"
0.0105,"frozenset({'Indomie Kari Ayam', 'Taro', 'Mie Gemez'})"
0.0106,"frozenset({'Molto', 'Taro', 'Mie Gemez'})"
0.0118,"frozenset({'Biskuat', 'Mie Gemez', 'Nabati Keju'})"
0.0108,"frozenset({'Molto', 'Biskuat', 'Mie Gemez'})"
0.0116,"frozenset({'Torabika', 'Biskuat', 'Mie Gemez'})"
0.0114,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Mie Gemez'})"
0.0105,"frozenset({'Indomie Goreng', 'Biskuat', 'Mie Gemez'})"
0.0108,"frozenset({'Good Day', 'Biskuat', 'Mie Gemez'})"
0.0107,"frozenset({'Beras', 'Biskuat', 'Mie Gemez'})"
0.0113,"frozenset({'Aqua', 'Biskuat', 'Mie Gemez'})"
0.0109,"frozenset({'Aqua', 'Mie Gemez', 'Nabati Keju'})"
0.0104,"frozenset({'Pocari Sweat', 'Aqua', 'Mie Gemez'})"
0.01,"frozenset({'Aqua', 'Molto', 'Mie Gemez'})"
0.012,"frozenset({'Aqua', 'Indomie Goreng', 'Mie Gemez'})"
0.0104,"frozenset({'Aqua', 'Mie Gemez', 'Big Babol'})"
0.0103,"frozenset({'Aqua', 'Indomie Kari Ayam', 'Mie Gemez'})"
0.0106,"frozenset({'Aqua', 'Torabika', 'Mie Gemez'})"
0.0103,"frozenset({'Aqua', 'Beras', 'Mie Gemez'})"
0.0104,"frozenset({'Aqua', 'Mie Gemez', 'Kapal Api'})"
0.0117,"frozenset({'Good Day', 'Mie Gemez', 'Nabati Keju'})"
0.01,"frozenset({'Good Day', 'Torabika', 'Mie Gemez'})"
0.011,"frozenset({'Good Day', 'Mie Gemez', 'Big Babol'})"
0.011,"frozenset({'Good Day', 'Pocari Sweat', 'Mie Gemez'})"
0.0104,"frozenset({'Mie Gemez', 'Roma Kelapa', 'Kapal Api'})"
0.01,"frozenset({'Djarum', 'Roma Kelapa', 'Mie Gemez'})"
0.0103,"frozenset({'Indomie Kari Ayam', 'Mie Gemez', 'Gula Pasir'})"
0.0108,"frozenset({'Nabati Keju', 'Mie Gemez', 'Gula Pasir'})"
0.0101,"frozenset({'Kapal Api', 'Mie Gemez', 'Gula Pasir'})"
0.0117,"frozenset({'Big Babol', 'Mie Gemez', 'Nabati Keju'})"
0.0118,"frozenset({'Indomie Kari Ayam', 'Mie Gemez', 'Big Babol'})"
0.0483,"frozenset({'Djarum', 'Kapal Api'})"
0.0464,"frozenset({'Beras', 'Kapal Api'})"
0.0445,"frozenset({'Momogi', 'Kapal Api'})"
0.0476,"frozenset({'Pocari Sweat', 'Kapal Api'})"
0.0467,"frozenset({'Indomie Kari Ayam', 'Kapal Api'})"
0.046,"frozenset({'Molto', 'Kapal Api'})"
0.0466,"frozenset({'Kapal Api', 'Big Babol'})"
0.0467,"frozenset({'Taro', 'Kapal Api'})"
0.0463,"frozenset({'Good Day', 'Kapal Api'})"
0.0455,"frozenset({'Biskuat', 'Kapal Api'})"
0.0457,"frozenset({'Roma Kelapa', 'Kapal Api'})"
0.0488,"frozenset({'Aqua', 'Kapal Api'})"
0.0116,"frozenset({'Aqua', 'Djarum', 'Kapal Api'})"
0.01,"frozenset({'Beras', 'Djarum', 'Kapal Api'})"
0.0113,"frozenset({'Aqua', 'Beras', 'Kapal Api'})"
0.0104,"frozenset({'Pocari Sweat', 'Beras', 'Kapal Api'})"
0.0104,"frozenset({'Indomie Kari Ayam', 'Beras', 'Kapal Api'})"
0.0102,"frozenset({'Kapal Api', 'Beras', 'Big Babol'})"
0.0112,"frozenset({'Beras', 'Momogi', 'Kapal Api'})"
0.0111,"frozenset({'Kapal Api', 'Momogi', 'Big Babol'})"
0.011,"frozenset({'Momogi', 'Roma Kelapa', 'Kapal Api'})"
0.0119,"frozenset({'Momogi', 'Biskuat', 'Kapal Api'})"
0.0103,"frozenset({'Aqua', 'Momogi', 'Kapal Api'})"
0.0103,"frozenset({'Pocari Sweat', 'Momogi', 'Kapal Api'})"
0.0127,"frozenset({'Pocari Sweat', 'Aqua', 'Kapal Api'})"
0.0106,"frozenset({'Pocari Sweat', 'Djarum', 'Kapal Api'})"
0.0113,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Kapal Api'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Taro', 'Kapal Api'})"
0.0113,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Kapal Api'})"
0.0121,"frozenset({'Aqua', 'Indomie Kari Ayam', 'Kapal Api'})"
0.0114,"frozenset({'Indomie Kari Ayam', 'Molto', 'Kapal Api'})"
0.0109,"frozenset({'Pocari Sweat', 'Molto', 'Kapal Api'})"
0.0121,"frozenset({'Molto', 'Good Day', 'Kapal Api'})"
0.0102,"frozenset({'Molto', 'Djarum', 'Kapal Api'})"
0.011,"frozenset({'Kapal Api', 'Molto', 'Big Babol'})"
0.0103,"frozenset({'Molto', 'Beras', 'Kapal Api'})"
0.01,"frozenset({'Aqua', 'Molto', 'Kapal Api'})"
0.0111,"frozenset({'Kapal Api', 'Taro', 'Big Babol'})"
0.0106,"frozenset({'Kapal Api', 'Djarum', 'Big Babol'})"
0.0103,"frozenset({'Kapal Api', 'Indomie Kari Ayam', 'Big Babol'})"
0.0108,"frozenset({'Kapal Api', 'Pocari Sweat', 'Big Babol'})"
0.011,"frozenset({'Kapal Api', 'Aqua', 'Big Babol'})"
0.0108,"frozenset({'Pocari Sweat', 'Taro', 'Kapal Api'})"
0.0114,"frozenset({'Aqua', 'Taro', 'Kapal Api'})"
0.011,"frozenset({'Djarum', 'Taro', 'Kapal Api'})"
0.0126,"frozenset({'Pocari Sweat', 'Good Day', 'Kapal Api'})"
0.0104,"frozenset({'Indomie Kari Ayam', 'Good Day', 'Kapal Api'})"
0.0104,"frozenset({'Good Day', 'Taro', 'Kapal Api'})"
0.0114,"frozenset({'Djarum', 'Good Day', 'Kapal Api'})"
0.0105,"frozenset({'Aqua', 'Good Day', 'Kapal Api'})"
0.0112,"frozenset({'Kapal Api', 'Good Day', 'Big Babol'})"
0.0116,"frozenset({'Biskuat', 'Taro', 'Kapal Api'})"
0.01,"frozenset({'Biskuat', 'Good Day', 'Kapal Api'})"
0.0106,"frozenset({'Beras', 'Biskuat', 'Kapal Api'})"
0.0112,"frozenset({'Biskuat', 'Roma Kelapa', 'Kapal Api'})"
0.0107,"frozenset({'Kapal Api', 'Biskuat', 'Big Babol'})"
0.0114,"frozenset({'Djarum', 'Biskuat', 'Kapal Api'})"
0.0121,"frozenset({'Roma Kelapa', 'Taro', 'Kapal Api'})"
0.0112,"frozenset({'Good Day', 'Roma Kelapa', 'Kapal Api'})"
0.0102,"frozenset({'Aqua', 'Roma Kelapa', 'Kapal Api'})"
0.0105,"frozenset({'Kapal Api', 'Roma Kelapa', 'Big Babol'})"
0.0102,"frozenset({'Molto', 'Roma Kelapa', 'Kapal Api'})"
0.0103,"frozenset({'Beras', 'Roma Kelapa', 'Kapal Api'})"
0.012,"frozenset({'Djarum', 'Roma Kelapa', 'Kapal Api'})"
0.0115,"frozenset({'Pocari Sweat', 'Roma Kelapa', 'Kapal Api'})"
